,This is public NIH award data requested using the NIH RePORTER API on 3/13/25. ,,
,appl_id,project_serial_num,fiscal_year
10487,10434717,CA225027,2022
10488,10570925,CA214511,2023
10489,10403957,CA223816,2022
10490,10436804,CA223817,2022
10491,10443572,CA221971,2022
10492,10519108,CA221867,2023
10493,10524084,CA214511,2022
10494,10355412,CA214511,2022
10495,10439767,CA220329,2022
10496,10403986,CA215461,2022
10497,10408137,CA229451,2022
10498,10644883,CA226746,2022
10499,10436864,CA224140,2022
10500,10524160,CA222012,2022
10501,10524103,CA224241,2022
10502,10524100,CA229784,2022
10503,10318556,CA219495,2022
10504,10440412,CA218668,2022
10505,10441292,CA222930,2022
10506,10448445,CA220284,2022
10507,10439804,CA231150,2022
10508,10442691,CA227493,2022
10509,10436309,CA223245,2022
10510,10421294,CA222650,2022
10511,10436331,CA223184,2022
10512,10418699,CA229400,2022
10513,10433908,CA222064,2022
10514,10430176,CA213201,2022
10515,10703216,CA231150,2023
10516,10408767,CA214911,2022
10517,10672260,CA224918,2023
10518,10418636,CA214746,2022
10519,10436187,CA229652,2022
10520,10431991,CA227001,2022
10521,10429984,CA232347,2022
10522,10430173,CA219541,2022
10523,10626746,CA219541,2023
10524,10439798,CA227479,2022
10525,10440520,CA222963,2022
10526,10436951,CA229529,2022
10527,10413105,CA236538,2022
10528,10441227,CA231838,2022
10529,10441457,CA221296,2022
10530,10436814,CA223150,2022
10531,10436957,CA224918,2022
10532,10439746,CA224241,2022
10533,10433899,CA219829,2022
10534,10436184,CA222965,2022
10535,10454792,CA222299,2022
10536,10463558,CA228346,2022
10537,10524095,CA229546,2022
10538,10691919,CA222963,2023
10539,10882920,CA218668,2024
10540,10524091,CA218668,2022
10541,10410447,CA211687,2022
10542,10543048,CA219495,2023
10543,10443596,CA227640,2022
10544,10445038,CA231139,2022
10545,10436837,CA226285,2022
10546,10436860,CA227466,2022
10547,10434799,CA222012,2022
10548,10431932,CA229784,2022
10549,10436841,CA225266,2022
10550,10470829,CA232587,2022
10551,10457264,CA229546,2022
10552,10655507,CA227466,2023
10553,10642124,CA222405,2022
10554,10439595,CA218230,2022
10555,10407578,CA216188,2022
10556,10414940,CA232372,2022
10557,10414782,CA228483,2022
10558,10412104,CA231466,2022
10559,10655796,CA231466,2023
10560,10798253,CA231466,2024
10561,10531257,CA222959,2023
10562,10405573,CA220234,2022
10563,10310460,CA222959,2022
10564,10438820,CA229624,2022
10565,10394275,CA227542,2022
10566,10403940,CA232616,2022
10567,10643714,CA214954,2023
10568,10407524,CA225585,2022
10569,10404573,CA214954,2022
10570,10394730,CA214647,2022
10571,10396561,CA227807,2022
10572,10405593,CA228275,2022
10573,10425289,CA223978,2022
10574,10402412,CA227237,2022
10575,10416081,CA224428,2022
10576,10524102,CA223978,2022
10577,10534115,CA226078,2023
10578,10578426,CA223978,2022
10579,10302307,CA226078,2022
10580,10810640,CA226078,2024
10581,10445021,CA223606,2022
10582,10409654,CA222804,2022
10583,10489418,CA223804,2022
10584,10397557,CA227934,2022
10585,10405088,CA227089,2022
10586,10405055,CA222877,2022
10587,10416009,CA230031,2022
10588,10407456,CA218853,2022
10589,10524031,CA223823,2023
10590,10307616,CA223823,2022
10591,10424452,CA228178,2022
10592,10406930,CA224436,2022
10593,10412050,CA228181,2022
10594,10394884,CA223767,2022
10595,10396664,CA227388,2022
10596,10632112,CA232148,2023
10597,10398014,CA228172,2022
10598,10402827,CA228339,2022
10599,10406239,CA221854,2022
10600,10405647,CA230919,2022
10601,10800951,CA221874,2024
10602,10442417,CA219389,2022
10603,10405126,CA229415,2022
10604,10406245,CA227473,2022
10605,10402281,CA216391,2022
10606,10402933,CA232148,2022
10607,10406240,CA222355,2022
10608,10405491,CA216394,2022
10609,10426303,CA219700,2022
10610,10418642,CA223667,2022
10611,10524170,CA229532,2022
10612,10674529,CA230446,2023
10613,10401797,CA222969,2022
10614,10413066,CA230446,2022
10615,10403944,CA229532,2022
10616,10689165,CA228178,2024
10617,10441408,CA222203,2022
10618,10414032,CA221882,2022
10619,10376221,CA227064,2022
10620,10395472,CA216254,2022
10621,10685944,CA227064,2023
10622,10531565,CA227073,2023
10623,10560855,CA224434,2022
10624,10308471,CA227073,2022
10625,10524246,CA230916,2022
10626,10391479,CA230916,2022
10627,10394305,CA217989,2022
10628,10392931,CA223231,2022
10629,10524090,CA218188,2023
10630,10454107,CA218188,2023
10631,10375475,CA219006,2022
10632,10652975,CA225662,2024
10633,10379967,CA226412,2022
10634,10394214,CA211875,2022
10635,10392420,CA227142,2022
10636,10524165,CA211875,2022
10637,10400738,CA225662,2022
10638,10401827,CA223194,2022
10639,10400649,CA227156,2022
10640,10391564,CA220237,2022
10641,10398822,CA218596,2022
10642,10599984,CA226001,2023
10643,10402887,CA226001,2022
10644,10892897,CA228198,2024
10645,10437609,CA228512,2022
10646,10380151,CA225960,2022
10647,10748724,CA228198,2023
10648,10380579,CA219948,2022
10649,10400695,CA226909,2022
10650,10811486,CA226909,2024
10651,10377535,CA220199,2022
10652,10381654,CA218123,2022
10653,10997166,CA225002,2024
10654,10372088,CA214912,2023
10655,10599179,CA225002,2023
10656,10376883,CA225002,2022
10657,10380582,CA214494,2022
10658,10592440,CA214494,2023
10659,10365970,CA225955,2022
10660,10376877,CA228272,2022
10661,10372034,CA220376,2022
10662,10379367,CA208267,2022
10663,10363746,CA224917,2022
10664,10133532,CA217889,2022
10665,10524241,CA218578,2022
10666,10524093,CA220327,2022
10667,10364684,CA220238,2022
10668,10373945,CA225837,2022
10669,10373116,CA224763,2022
10670,10372921,CA172382,2022
10671,10371068,CA216426,2022
10672,10605152,CA217889,2023
10673,10360586,CA217931,2022
10674,10372988,CA225629,2022
10675,10374806,CA218008,2022
10676,10376281,CA220327,2022
10677,10376210,CA227433,2022
10678,10377551,CA227847,2022
10679,10358586,CA219034,2022
10680,10368055,CA219304,2022
10681,10372018,CA225680,2022
10682,10371057,CA216839,2022
10683,10660658,CA228308,2023
10684,10378528,CA226259,2022
10685,10394271,CA228216,2022
10686,10380851,CA225977,2022
10687,10382229,CA217820,2022
10688,10394857,CA218923,2022
10689,10382400,CA218416,2022
10690,10378552,CA218578,2022
10691,10479151,CA205025,2022
10692,10374029,CA228308,2022
10693,10375526,CA217987,2022
10694,10359735,CA218093,2022
10695,10377482,CA217907,2022
10696,10360514,CA226894,2022
10697,10377548,CA226852,2022
10698,10365967,CA226861,2022
10699,10524114,CA228308,2022
10700,10524089,CA218093,2022
10701,10532599,CA217987,2023
10702,10925265,CA226259,2024
10703,10465114,CA227184,2022
10704,10737260,CA226259,2023
10705,10524107,CA225629,2022
10706,10788307,CA217987,2024
10707,10377409,CA218659,2022
10708,10373026,CA225103,2022
10709,10371094,CA220524,2022
10710,10358631,CA221303,2022
10711,10375518,CA226926,2022
10712,10358572,CA218389,2022
10713,10370304,CA204665,2022
10714,10362538,CA227699,2022
10715,10341106,CA227636,2022
10716,10348153,CA227289,2022
10717,10674275,CA227289,2022
10718,10668810,CA227636,2023
10719,10361197,CA227821,2022
10720,10509911,CA218500,2022
10721,10353413,CA215072,2022
10722,10373959,CA218500,2022
10723,10359081,CA228921,2022
10724,10524115,CA228921,2022
10725,10362725,CA218094,2023
10726,10833458,CA218094,2024
10727,10574506,CA220581,2023
10728,10374843,CA220581,2022
10729,10358563,CA217333,2022
10730,10358644,CA222227,2022
10731,10335750,CA228524,2022
10732,10334496,CA213996,2022
10733,10111477,CA224911,2022
10734,10364746,CA226983,2022
10735,10355480,CA228058,2022
10736,10335189,CA228465,2022
10737,10349487,CA227912,2022
10738,10372129,CA215151,2022
10739,10348154,CA225231,2022
10740,10357767,CA228358,2022
10741,10338123,CA221289,2022
10742,10524086,CA217161,2022
10743,10347315,CA224696,2022
10744,10356915,CA227261,2022
10745,10338105,CA217161,2022
10746,10356815,CA227687,2022
10747,10341162,CA226851,2022
10748,10356890,CA214888,2023
10749,10336456,CA226776,2022
10750,10358489,CA218132,2022
10751,10524110,CA226851,2022
10752,10557135,CA218187,2023
10753,10358651,CA218187,2022
10754,10328927,CA222147,2022
10755,10329959,CA227291,2022
10756,10524235,CA211909,2022
10757,10335161,CA211909,2022
10758,10329991,CA216436,2022
10759,10341049,CA219187,2022
10760,10545765,CA219187,2023
10761,10335766,CA211594,2022
10762,10498150,CA219187,2022
10763,10328493,CA216855,2022
10764,10524168,CA225637,2022
10765,10331791,CA219060,2022
10766,10319597,CA225637,2022
10767,10335792,CA207196,2022
10768,10328975,CA204856,2022
10769,10330450,CA225028,2022
10770,10917945,CA217788,2024
10771,10328906,CA217788,2022
10772,10736658,CA225028,2023
10773,10887623,CA225028,2024
10774,10355422,CA218402,2022
10775,10356023,CA218859,2022
10776,10733350,CA218315,2023
10777,10931479,CA218315,2024
10778,10328973,CA222508,2022
10779,10334466,CA218315,2022
10780,10352388,CA217833,2022
10781,10334419,CA220283,2022
10782,10334470,CA226258,2022
10783,10660649,CA215226,2023
10784,10862675,CA215226,2024
10785,10333228,CA215226,2022
10786,10334435,CA207963,2022
10787,10328915,CA203849,2022
10788,10369734,CA219964,2022
10789,10686883,CA218739,2023
10790,10480039,CA218739,2022
10791,10328885,CA222251,2022
10792,10524083,CA214427,2022
10793,10330451,CA224433,2022
10794,10331804,CA224366,2022
10795,10330455,CA222490,2022
10796,10328506,CA218382,2022
10797,10556373,CA222490,2023
10798,10560632,CA217165,2023
10799,10684933,CA222836,2023
10800,10335175,CA218139,2022
10801,10332743,CA215347,2022
10802,10337331,CA223772,2022
10803,10328880,CA221969,2022
10804,10594058,CA222512,2023
10805,10436140,CA214427,2022
10806,10450132,CA217923,2022
10807,10337341,CA211574,2022
10808,10330434,CA215718,2022
10809,10461094,CA222836,2022
10810,10550153,CA223772,2023
10811,10332716,CA222512,2022
10812,10328918,CA214948,2022
10813,10347175,CA217165,2022
10814,10333326,CA222823,2022
10815,10558480,CA214427,2023
10816,10330566,CA224537,2022
10817,10545164,CA224537,2023
10818,10333305,CA212147,2022
10819,10318934,CA217180,2022
10820,10322414,CA216922,2022
10821,10322654,CA224304,2022
10822,10321259,CA215188,2022
10823,10312004,CA218357,2022
10824,10488168,CA218195,2022
10825,10494262,CA216424,2022
10826,10662503,CA218195,2023
10827,10320444,CA216840,2022
10828,10321242,CA215118,2022
10829,10323267,CA214981,2022
10830,10322435,CA224493,2022
10831,10322649,CA211217,2022
10832,10328476,CA221152,2022
10833,10321585,CA215420,2022
10834,10836338,CA214865,2024
10835,10365950,CA222900,2022
10836,10331800,CA222871,2022
10837,10317060,CA222253,2022
10838,10312822,CA215240,2022
10839,10311484,CA225029,2022
10840,10322388,CA215410,2022
10841,10312764,CA223232,2022
10842,10545082,CA215240,2023
10843,10541900,CA216579,2023
10844,10352202,CA216579,2022
10845,10312132,CA215063,2022
10846,10314056,CA222596,2022
10847,10317055,CA215481,2022
10848,10692497,CA216579,2022
10849,10478753,CA219024,2022
10850,10524240,CA215498,2022
10851,10322391,CA215518,2022
10852,10321241,CA213419,2022
10853,10314040,CA214718,2022
10854,10645899,CA214865,2022
10855,10543119,CA222900,2023
10856,10540343,CA225105,2023
10857,10522248,CA214865,2023
10858,10335167,CA224306,2022
10859,10337194,CA215498,2022
10860,10333299,CA214865,2022
10861,10322656,CA221813,2023
10862,10312035,CA218496,2022
10863,10316178,CA222649,2022
10864,10320010,CA224023,2022
10865,10321237,CA217059,2022
10866,10358502,CA225105,2022
10867,10758185,CA221813,2024
10868,10524236,CA213419,2022
10869,10833761,CA215651,2023
10870,10476259,CA215651,2022
10871,10306360,CA205246,2022
10872,10304909,CA215981,2022
10873,10308013,CA222826,2022
10874,10316256,CA216936,2022
10875,10302311,CA214638,2022
10876,10301350,CA222598,2022
10877,10532778,CA216991,2023
10878,10310457,CA220591,2022
10879,10300054,CA224909,2022
10880,10305683,CA223388,2022
10881,10308434,CA216991,2022
10882,10519242,CA220591,2022
10883,10311534,CA214005,2022
10884,10795985,CA220591,2023
10885,10310486,CA215719,2022
10886,10359672,CA215471,2022
10887,10756467,CA216991,2024
10888,10296681,CA223828,2022
10889,10297843,CA214812,2022
10890,10295179,CA213775,2022
10891,10296656,CA222570,2022
10892,10295144,CA214428,2022
10893,10601428,CA214428,2022
10894,10303044,CA222560,2022
10895,10794200,CA215553,2024
10896,10467675,CA215553,2023
10897,10305631,CA214749,2022
10898,10296659,CA215553,2022
10899,10335783,CA219689,2022
10900,10531135,CA219689,2023
10901,10304890,CA215185,2022
10902,10607912,CA215185,2023
10903,10774292,CA215185,2024
10904,10307546,CA223788,2022
10905,10305613,CA216876,2022
10906,10305592,CA212409,2022
10907,10307994,CA214703,2022
10908,10323252,CA211695,2022
10909,10302294,CA214606,2022
10910,10308007,CA217169,2022
10911,10415828,CA222590,2022
10912,10304188,CA217183,2022
10913,10527377,CA211695,2023
10914,10305629,CA223255,2022
10915,10308462,CA212382,2022
10916,10305640,CA211223,2023
10917,10310473,CA217208,2022
10918,10520171,CA214606,2022
10919,10812030,CA205420,2024
10920,10475855,CA159954,2022
10921,10524078,CA159954,2022
10922,10658313,CA212014,2023
10923,10867484,CA212014,2024
10924,10475569,CA212138,2022
10925,10657160,CA280968,2023
10926,10817094,CA280968,2024
10927,10621802,CA220236,2023
10928,10406280,CA220236,2022
10929,10587742,CA220468,2023
10930,10754275,CA220468,2024
10931,10978813,CA214799,2024
10932,10477027,CA219893,2022
10933,10473660,CA207468,2022
10934,10478978,CA220681,2022
10935,10453752,CA219960,2022
10936,10892946,CA205247,2024
10937,10894065,CA212608,2024
10938,10438697,CA220578,2022
10939,10447796,CA212008,2022
10940,10825008,CA211187,2024
10941,10471263,CA212097,2022
10942,10660131,CA218285,2023
10943,11061137,CA221346,2024
10944,10366750,CA221346,2022
10945,10219983,CA214890,2022
10946,10459421,CA219342,2022
10947,10677007,CA205247,2023
10948,10666670,CA212608,2023
10949,10476263,CA217156,2022
10950,10476575,CA212674,2022
10951,10530818,CA212608,2022
10952,10310407,CA219150,2022
10953,10523007,CA205247,2022
10954,10518897,CA218255,2022
10955,10892149,CA218255,2024
10956,10480758,CA218204,2023
10957,10214556,CA213119,2022
10958,10579276,CA221346,2023
10959,10707396,CA218255,2023
10960,10843133,CA218285,2024
10961,10671949,CA211866,2022
10962,10689348,CA213159,2022
10963,10798332,CA221346,2024
10964,10460488,CA211141,2022
10965,10456829,CA211904,2022
10966,10882697,CA215784,2024
10967,10981044,CA207983,2024
10968,10917237,CA218513,2024
10969,10737386,CA218513,2023
10970,10417194,CA218068,2022
10971,10681197,CA172513,2023
10972,10373105,CA213158,2022
10973,10231271,CA172513,2022
10974,10695870,CA213158,2024
10975,10734997,CA213158,2023
10976,10425353,CA220273,2022
10977,10440464,CA215095,2022
10978,10758277,CA212415,2024
10979,10583302,CA212415,2023
10980,10474990,CA220367,2022
10981,10406961,CA211892,2022
10982,10439615,CA211098,2022
10983,10464887,CA207491,2022
10984,10304889,CA221197,2023
10985,10404655,CA216437,2022
10986,9697389,CA211070,2022
10987,10675422,CA211070,2023
10988,10304927,CA221158,2022
10989,10415912,CA207290,2022
10990,10873580,CA211576,2024
10991,10405470,CA204723,2022
10992,10143198,CA215134,2022
10993,10833493,CA217809,2024
10994,10617737,CA217809,2023
10995,10601466,CA215134,2022
10996,10396578,CA217809,2022
10997,10883260,CA215610,2024
10998,10912508,CA215052,2024
10999,10599238,CA207183,2023
11000,10444375,CA200994,2022
11001,10445564,CA215052,2022
11002,10598612,CA200994,2023
11003,10381450,CA207183,2022
11004,10402244,CA208063,2022
11005,10362731,CA207371,2022
11006,10356123,CA201235,2022
11007,10657637,CA215052,2023
11008,10336382,CA214880,2022
11009,10744924,CA209882,2023
11010,10571893,CA207483,2023
11011,10378521,CA208257,2022
11012,10874559,CA209882,2024
11013,10659113,CA214515,2023
11014,10661791,CA205406,2023
11015,10375050,CA207483,2022
11016,10687768,CA214515,2022
11017,10817079,CA207483,2024
11018,10892085,CA205406,2024
11019,10521413,CA205406,2022
11020,10364342,CA214515,2022
11021,10908279,CA214515,2024
11022,10341047,CA217642,2022
11023,10335190,CA215389,2022
11024,10446758,CA215607,2022
11025,10657860,CA207342,2023
11026,10590731,CA215607,2023
11027,10829460,CA207342,2024
11028,9884536,CA205248,2022
11029,10548806,CA205248,2023
11030,10601435,CA205248,2022
11031,10892014,CA215607,2024
11032,10745726,CA210440,2024
11033,10585320,CA210440,2023
11034,10379930,CA212148,2022
11035,10701814,CA207772,2023
11036,10529483,CA207772,2022
11037,10839419,CA207772,2024
11038,10219975,CA208236,2022
11039,10542290,CA214913,2022
11040,10757349,CA204302,2024
11041,10812340,CA214872,2024
11042,10365912,CA204302,2022
11043,10374974,CA214608,2022
11044,10427192,CA206464,2022
11045,10582213,CA214872,2023
11046,10545755,CA204302,2023
11047,10627797,CA214608,2023
11048,10888990,CA214608,2024
11049,10359814,CA213130,2022
11050,10333332,CA202261,2022
11051,10522076,CA204232,2022
11052,10690013,CA204232,2023
11053,10914183,CA204232,2024
11054,10311996,CA210929,2022
11055,10521507,CA203861,2022
11056,10685402,CA203861,2023
11057,10891476,CA203861,2024
11058,11063640,CA203861,2024
11059,10350566,CA207982,2022
11060,10368923,CA197848,2022
11061,10321969,CA211653,2022
11062,10322401,CA211084,2022
11063,10299598,CA204158,2022
11064,10308014,CA208599,2022
11065,10444747,CA203824,2022
11066,10774230,CA203824,2024
11067,10553175,CA203824,2023
11068,10312712,CA212649,2022
11069,10516360,CA205633,2022
11070,10798160,CA181671,2024
11071,10587921,CA181671,2023
11072,10800548,CA201179,2024
11073,10922851,CA207490,2024
11074,10441711,CA207490,2022
11075,10704517,CA207490,2023
11076,10318095,CA207229,2022
11077,10689154,CA194496,2023
11078,10909181,CA194496,2024
11079,10521965,CA194496,2022
11080,10474290,CA201788,2022
11081,10585832,CA208642,2023
11082,10897961,CA205975,2024
11083,10221628,CA206100,2022
11084,10522534,CA205975,2022
11085,10688239,CA205975,2023
11086,10854898,CA208642,2024
11087,10612329,CA199646,2023
11088,10217039,CA199646,2022
11089,10668471,CA204396,2023
11090,10480910,CA204396,2022
11091,10894239,CA204396,2024
11092,10926863,CA181663,2024
11093,10446186,CA181663,2022
11094,10684787,CA181663,2023
11095,10880287,CA196634,2024
11096,10418813,CA196634,2022
11097,10663219,CA196634,2023
11098,10308491,CA207442,2022
11099,10443444,CA201380,2022
11100,10614012,CA201380,2023
11101,10814232,CA201380,2024
11102,10364396,CA207513,2022
11103,10658403,CA196740,2023
11104,10680472,CA200653,2023
11105,10867398,CA209886,2024
11106,10520305,CA206180,2022
11107,10904717,CA200653,2024
11108,10540328,CA207513,2023
11109,10728509,CA209886,2023
11110,10811733,CA196740,2024
11111,10744779,CA207513,2024
11112,10902098,CA206180,2024
11113,10519451,CA200653,2022
11114,10707985,CA206180,2023
11115,10408690,CA204021,2022
11116,10478019,CA194178,2022
11117,10677661,CA207189,2023
11118,10738295,CA197916,2024
11119,10668976,CA208834,2023
11120,10535486,CA197916,2023
11121,10656535,CA207209,2023
11122,10614006,CA207295,2023
11123,10475251,CA207189,2022
11124,10451680,CA204120,2022
11125,10814224,CA207295,2024
11126,10800133,CA208148,2024
11127,10518557,CA207209,2022
11128,10458731,CA208834,2022
11129,10464694,CA207295,2022
11130,10865080,CA204120,2024
11131,10895349,CA208834,2024
11132,10202495,CA193478,2022
11133,10364836,CA197916,2022
11134,10452510,CA201709,2022
11135,10432092,CA175216,2022
11136,10668282,CA204120,2023
11137,10875564,CA207209,2024
11138,10904869,CA207189,2024
11139,10448178,CA195524,2022
11140,10612468,CA195524,2023
11141,10788350,CA195524,2024
11142,10585067,CA205224,2023
11143,10659948,CA197855,2023
11144,10817220,CA197855,2024
11145,10757643,CA205224,2024
11146,10982160,CA204443,2024
11147,10998122,CA199044,2024
11148,10881934,CA197999,2024
11149,10731443,CA197999,2023
11150,10687281,CA197976,2023
11151,10462772,CA198887,2022
11152,10925160,CA198887,2024
11153,10468746,CA197976,2022
11154,10672214,CA198887,2023
11155,10919172,CA197976,2024
11156,10815770,CA206458,2024
11157,10985944,CA206458,2024
11158,10361489,CA206458,2022
11159,10609877,CA206458,2023
11160,10608423,CA198279,2023
11161,10824245,CA198279,2024
11162,10456333,CA195443,2022
11163,10310494,CA204191,2022
11164,10587529,CA196528,2023
11165,10904959,CA205255,2024
11166,10605957,CA197780,2023
11167,10680583,CA195443,2023
11168,10399601,CA203737,2022
11169,10823266,CA197780,2024
11170,10745167,CA206517,2023
11171,10892243,CA196853,2024
11172,11077645,CA195443,2023
11173,10649524,CA205255,2023
11174,10442702,CA192967,2022
11175,10754573,CA196528,2024
11176,10880611,CA206517,2024
11177,10522882,CA205255,2022
11178,10462993,CA196853,2022
11179,10709504,CA196853,2023
11180,10615742,CA203737,2023
11181,10879246,CA194307,2024
11182,10847514,CA200310,2024
11183,10796931,CA253230,2024
11184,10372174,CA253230,2022
11185,10752932,CA200310,2023
11186,10576880,CA253230,2023
11187,10893444,CA200709,2024
11188,10651719,CA200709,2023
11189,10440489,CA200709,2022
11190,10366757,CA201246,2022
11191,10928728,CA201246,2024
11192,10706961,CA201246,2023
11193,10360537,CA203348,2022
11194,10793507,CA203348,2024
11195,10321199,CA193885,2022
11196,10609803,CA203348,2023
11197,10304858,CA183119,2022
11198,10870199,CA200900,2024
11199,10447166,CA200900,2022
11200,10659129,CA200900,2023
11201,10398955,CA201402,2022
11202,10624232,CA201402,2023
11203,10839816,CA201402,2024
11204,10793489,CA200669,2024
11205,10558646,CA200669,2023
11206,10386603,CA200669,2022
11207,10534760,CA201049,2023
11208,10454901,CA202919,2022
11209,10819005,CA202919,2022
11210,10755260,CA201049,2024
11211,10320347,CA197774,2022
11212,10981379,CA178393,2024
11213,10665704,CA202919,2024
11214,10364457,CA193466,2022
11215,10316246,CA201049,2022
11216,10545177,CA197774,2023
11217,10595071,CA193466,2023
11218,10804683,CA193466,2024
11219,10745914,CA197774,2024
11220,10591541,CA271452,2023
11221,10795669,CA271452,2024
11222,10446857,CA271452,2022
11223,10643715,CA193651,2023
11224,10481826,CA199167,2022
11225,10474581,CA194409,2022
11226,10851983,CA193651,2024
11227,10498219,CA194409,2022
11228,10415133,CA193651,2022
11229,11165577,CA193651,2024
11230,10393025,CA198164,2022
11231,10816499,CA198164,2024
11232,10615073,CA198164,2023
11233,10440488,CA193256,2022
11234,10686225,CA193256,2023
11235,10664979,CA190299,2023
11236,10877864,CA190299,2024
11237,10455475,CA190299,2022
11238,10692574,CA187053,2023
11239,10450174,CA187053,2022
11240,10894732,CA187053,2024
11241,10374409,CA174869,2022
11242,10875477,CA192064,2024
11243,10652454,CA187052,2023
11244,10977291,CA174869,2024
11245,10557145,CA174869,2023
11246,10437601,CA187052,2022
11247,10738319,CA174869,2023
11248,10853005,CA187052,2024
11249,10456715,CA194393,2022
11250,10599661,CA174869,2022
11251,10458460,CA192064,2022
11252,10670810,CA192064,2023
11253,10771158,CA174869,2024
11254,10654572,CA197296,2023
11255,10850594,CA197296,2024
11256,10407582,CA197296,2022
11257,10371035,CA196703,2022
11258,10586024,CA196703,2023
11259,10796768,CA196703,2024
11260,10769772,CA197128,2024
11261,10320459,CA197128,2022
11262,10534149,CA197128,2023
11263,10363571,CA187318,2022
11264,10545014,CA187318,2023
11265,10656385,CA189532,2023
11266,10432024,CA189532,2022
11267,10600067,CA197865,2023
11268,10819204,CA197865,2024
11269,10746815,CA187318,2024
11270,10445621,CA197865,2022
11271,10428565,CA193522,2022
11272,10661646,CA193522,2023
11273,10329949,CA190223,2022
11274,10545735,CA190223,2023
11275,10792957,CA190223,2024
11276,10585102,CA193776,2023
11277,10781959,CA193776,2024
11278,10438851,CA195612,2022
11279,10881701,CA195612,2024
11280,10626749,CA195612,2023
11281,10391205,CA194013,2022
11282,10350703,CA194057,2022
11283,10368077,CA193318,2022
11284,10372214,CA193994,2022
11285,10756978,CA194013,2024
11286,10536636,CA187718,2023
11287,10814911,CA194057,2024
11288,10912619,CA193343,2024
11289,10435464,CA193235,2022
11290,10670932,CA190394,2023
11291,10570242,CA193837,2023
11292,10608048,CA193318,2023
11293,10610346,CA193994,2023
11294,10612903,CA186241,2023
11295,10412984,CA186241,2022
11296,10745291,CA193842,2024
11297,10770439,CA193837,2024
11298,10843090,CA186241,2024
11299,10653175,CA193235,2023
11300,10318669,CA193842,2022
11301,10656320,CA188228,2023
11302,10365419,CA187718,2022
11303,10534127,CA193842,2023
11304,10588218,CA194057,2023
11305,10689152,CA193343,2023
11306,10437904,CA188228,2022
11307,10793474,CA187003,2024
11308,10897184,CA188228,2024
11309,10529499,CA193343,2022
11310,10348178,CA193837,2022
11311,10331855,CA187003,2022
11312,10424442,CA190394,2022
11313,10548162,CA194013,2023
11314,10559566,CA187003,2023
11315,10875457,CA190394,2024
11316,10877011,CA193235,2024
11317,10795902,CA193318,2024
11318,10837209,CA187003,2023
11319,10813015,CA193994,2024
11320,10741777,CA187718,2024
11321,10832997,CA193297,2024
11322,10611929,CA193297,2023
11323,10400151,CA193297,2022
11324,10541119,CA193481,2023
11325,10307993,CA193481,2022
11326,10745905,CA193481,2024
11327,10861719,CA187975,2024
11328,10400137,CA187975,2022
11329,10622463,CA187975,2023
11330,10663938,CA183929,2023
11331,10453610,CA183929,2022
11332,10892049,CA183929,2024
11333,10376291,CA189986,2022
11334,10600829,CA189986,2023
11335,10802407,CA189986,2024
11336,10666585,CA181664,2023
11337,10520539,CA181664,2022
11338,10873867,CA181664,2024
11339,10736719,CA181275,2023
11340,10931518,CA181275,2024
11341,10429989,CA188025,2022
11342,10653019,CA188025,2023
11343,10441995,CA181745,2022
11344,10897196,CA181745,2024
11345,10705856,CA181745,2023
11346,10866415,CA188025,2024
11347,10621849,CA190429,2023
11348,10873670,CA190429,2024
11349,10437802,CA190429,2022
11350,10625282,CA187427,2023
11351,10832635,CA187427,2024
11352,10394396,CA187427,2022
11353,10689132,CA183252,2023
11354,10474446,CA183252,2022
11355,10461908,CA186702,2022
11356,10684134,CA186702,2023
11357,10990904,CA186702,2024
11358,10843885,CA190871,2024
11359,10433830,CA190871,2022
11360,10672367,CA190871,2023
11361,10683366,CA189479,2023
11362,10818833,CA189479,2023
11363,10436358,CA189479,2022
11364,10908579,CA189479,2024
11365,10977293,CA189479,2024
11366,10428566,CA188446,2022
11367,10622571,CA182495,2023
11368,10652362,CA188446,2023
11369,10621205,CA177875,2023
11370,10399410,CA177875,2022
11371,10733187,CA182076,2023
11372,10851699,CA182495,2024
11373,10813786,CA183878,2024
11374,10880332,CA188446,2024
11375,10866366,CA177875,2024
11376,10369640,CA183878,2022
11377,10403566,CA182495,2022
11378,10602492,CA183878,2023
11379,10893601,CA182076,2024
11380,10794329,CA186238,2024
11381,10357886,CA186238,2022
11382,10592287,CA186238,2023
11383,10825528,CA181445,2024
11384,10633090,CA181445,2023
11385,10397985,CA181445,2022
11386,10589939,CA184984,2023
11387,10395415,CA184984,2022
11388,10812402,CA184984,2024
11389,10468237,CA232419,2022
11390,10625980,CA182635,2023
11391,10893316,CA182635,2024
11392,10395432,CA182635,2022
11393,10883597,CA189806,2024
11394,10439874,CA189806,2022
11395,10655570,CA189806,2023
11396,10520036,CA181319,2023
11397,10308685,CA181319,2022
11398,10755287,CA181319,2024
11399,10778670,CA175495,2023
11400,10757333,CA175495,2024
11401,10896932,CA178394,2024
11402,10436834,CA181150,2022
11403,10599853,CA181217,2023
11404,10977292,CA175495,2024
11405,10369725,CA181217,2022
11406,10738320,CA175495,2023
11407,10805484,CA181217,2024
11408,10532710,CA175495,2023
11409,11002062,CA175495,2024
11410,10307635,CA175495,2022
11411,10413964,CA178394,2022
11412,10640864,CA181150,2023
11413,10531284,CA175495,2022
11414,10627928,CA178394,2023
11415,10873332,CA181150,2024
