,This is public NIH award data requested using the NIH RePORTER API on 3/13/25. ,,
,appl_id,project_serial_num,fiscal_year
7749,10853125,CA243454,2024
7750,10847516,CA249211,2024
7751,10850843,CA240529,2024
7752,10853131,CA245673,2024
7753,10848450,CA240808,2024
7754,10849882,CA247707,2024
7755,10852883,CA237536,2024
7756,10849676,CA240417,2024
7757,10861750,CA246785,2024
7758,10867311,CA251764,2024
7759,10832004,CA251698,2024
7760,10840314,CA253658,2024
7761,10845685,CA253617,2024
7762,10843872,CA244170,2024
7763,10888788,CA253658,2023
7764,10977345,CA249506,2024
7765,10977336,CA245673,2024
7766,10403490,CA240417,2022
7767,10403970,CA251710,2022
7768,10400085,CA237404,2022
7769,10408763,CA248995,2022
7770,10397636,CA254402,2022
7771,10406256,CA243454,2022
7772,10411963,CA250850,2022
7773,10400843,CA237536,2022
7774,10396564,CA244370,2022
7775,10427372,CA249211,2022
7776,10429961,CA240496,2022
7777,10415142,CA247833,2022
7778,10530998,CA244236,2022
7779,10524141,CA240529,2022
7780,10629323,CA253658,2023
7781,10629268,CA244569,2023
7782,10624309,CA247833,2023
7783,10633096,CA245673,2023
7784,10654595,CA243529,2023
7785,10646486,CA253975,2023
7786,10612083,CA248995,2023
7787,10684825,CA240808,2023
7788,10665536,CA249127,2023
7789,10977315,CA240529,2024
7790,10615899,CA237332,2023
7791,10652586,CA244673,2023
7792,10625994,CA251600,2023
7793,10653186,CA247281,2023
7794,10629416,CA249219,2023
7795,10737814,CA240529,2023
7796,10852804,CA244350,2024
7797,10853087,CA241713,2024
7798,10853121,CA251394,2024
7799,10842444,CA252037,2024
7800,10843262,CA253975,2024
7801,10837899,CA240496,2024
7802,10840890,CA245871,2024
7803,10833125,CA230355,2024
7804,10839755,CA249467,2024
7805,10875868,CA243142,2022
7806,10870205,CA250850,2024
7807,10412925,CA241817,2022
7808,10413036,CA240706,2022
7809,10412967,CA243529,2022
7810,10406339,CA251928,2022
7811,10413148,CA245864,2022
7812,10401465,CA244182,2022
7813,10404075,CA244212,2022
7814,10619664,CA247234,2023
7815,10612868,CA252037,2023
7816,10618959,CA240417,2023
7817,10843204,CA242020,2024
7818,10841628,CA251710,2024
7819,10833598,CA248995,2024
7820,10842361,CA245864,2024
7821,10845712,CA250012,2023
7822,10840483,CA248493,2024
7823,10853041,CA240418,2024
7824,10850713,CA250011,2024
7825,10854772,CA250499,2024
7826,10850620,CA244236,2022
7827,10852989,CA248507,2024
7828,10681598,CA237404,2022
7829,10416030,CA243142,2022
7830,10417065,CA244673,2022
7831,10738018,CA237404,2023
7832,10737935,CA245673,2023
7833,10653834,CA241713,2023
7834,10652432,CA248507,2023
7835,10623152,CA246785,2023
7836,10626137,CA236814,2023
7837,10629430,CA250499,2023
7838,10486023,CA240374,2022
7839,10829837,CA240706,2024
7840,10415051,CA251394,2022
7841,10444919,CA247707,2022
7842,10874397,CA244370,2024
7843,10897094,CA244236,2024
7844,10874388,CA237404,2024
7845,10977302,CA237404,2024
7846,10977324,CA244236,2024
7847,10631898,CA241728,2023
7848,10397153,CA241728,2022
7849,10883077,CA241728,2024
7850,10834132,CA245508,2024
7851,10737765,CA250074,2023
7852,10385769,CA239093,2022
7853,10393007,CA249204,2022
7854,10684394,CA239093,2022
7855,10381679,CA240362,2022
7856,10390344,CA245508,2022
7857,10397107,CA250074,2022
7858,10703206,CA249204,2023
7859,10833653,CA249204,2024
7860,10398916,CA250101,2022
7861,10532587,CA250074,2022
7862,10612793,CA239093,2024
7863,10832021,CA250074,2024
7864,10617688,CA250074,2023
7865,10611878,CA245508,2023
7866,10832090,CA240362,2024
7867,11115987,CA250074,2024
7868,10630077,CA250101,2023
7869,10817713,CA250101,2024
7870,10670052,CA240362,2023
7871,10400117,CA250458,2022
7872,10599308,CA250458,2023
7873,10835880,CA250458,2024
7874,10414919,CA238423,2022
7875,10658885,CA238423,2023
7876,10524134,CA238423,2022
7877,10813900,CA238423,2023
7878,10824296,CA238423,2024
7879,10397650,CA251910,2022
7880,10390411,CA248492,2022
7881,10632016,CA245550,2023
7882,10831399,CA248492,2024
7883,10414891,CA245550,2022
7884,10619509,CA248492,2023
7885,10833607,CA245550,2024
7886,10524174,CA249568,2022
7887,10611926,CA250422,2023
7888,10676075,CA249568,2023
7889,10396635,CA249568,2022
7890,10390413,CA245894,2022
7891,10759089,CA249568,2023
7892,10835875,CA245894,2024
7893,10830982,CA250422,2024
7894,10868415,CA249568,2024
7895,10400713,CA250422,2022
7896,10612722,CA245894,2023
7897,10821383,CA252874,2024
7898,10395597,CA246707,2022
7899,10625964,CA246707,2023
7900,10835030,CA246707,2024
7901,10400671,CA252874,2022
7902,10685943,CA252874,2023
7903,10833090,CA240481,2024
7904,10845929,CA222518,2023
7905,10834276,CA238315,2024
7906,10831970,CA246765,2024
7907,10837832,CA241409,2024
7908,10533110,CA237652,2022
7909,10611990,CA247905,2023
7910,10615733,CA249188,2023
7911,10617337,CA246208,2023
7912,10390462,CA237652,2022
7913,10737811,CA240423,2023
7914,10819759,CA242559,2023
7915,10811720,CA248762,2024
7916,10828793,CA246208,2024
7917,10397076,CA246765,2022
7918,10393491,CA240423,2022
7919,10977320,CA241554,2024
7920,10375449,CA239124,2022
7921,10616482,CA246765,2023
7922,10621919,CA250636,2023
7923,10622464,CA240481,2023
7924,10617677,CA254505,2023
7925,10612746,CA240649,2023
7926,10599724,CA241554,2022
7927,10474962,CA250636,2022
7928,10668942,CA237652,2023
7929,10622483,CA240423,2023
7930,10616524,CA247562,2023
7931,10617256,CA241554,2023
7932,10614934,CA236910,2023
7933,10395437,CA236910,2022
7934,10394267,CA240649,2022
7935,10633064,CA239124,2023
7936,10627750,CA241409,2023
7937,10400844,CA248762,2022
7938,10400156,CA254505,2022
7939,10830278,CA240423,2024
7940,10471775,CA248857,2022
7941,10524133,CA238315,2022
7942,10524140,CA240481,2022
7943,10839842,CA249188,2024
7944,10844604,CA248857,2024
7945,10846731,CA240649,2024
7946,10835961,CA239124,2024
7947,10402358,CA241554,2022
7948,10398023,CA240481,2022
7949,10397584,CA241409,2022
7950,10380174,CA249883,2022
7951,10394722,CA247905,2022
7952,10490897,CA246208,2022
7953,10533035,CA240423,2022
7954,10649413,CA238315,2023
7955,10977313,CA240423,2024
7956,10977305,CA237652,2024
7957,10737813,CA240481,2023
7958,10854280,CA240481,2023
7959,10839299,CA241554,2024
7960,10830960,CA247562,2024
7961,10834748,CA237652,2024
7962,10873964,CA222518,2024
7963,10890557,CA238020,2023
7964,10828407,CA236910,2024
7965,10403441,CA247562,2022
7966,10401766,CA249188,2022
7967,10395960,CA242559,2022
7968,10392913,CA238315,2022
7969,10833111,CA254505,2024
7970,10662195,CA248762,2023
7971,10686351,CA248857,2023
7972,10829880,CA247905,2024
7973,10737841,CA241554,2023
7974,10759016,CA237652,2023
7975,10453554,CA238020,2022
7976,10102216,CA234892,2022
7977,10800704,CA234892,2024
7978,10613354,CA234892,2023
7979,10604332,CA249899,2023
7980,10381513,CA240551,2022
7981,10815849,CA248656,2024
7982,10363674,CA248656,2022
7983,10642697,CA240551,2023
7984,10818471,CA240551,2024
7985,10815587,CA249899,2024
7986,10380675,CA249899,2022
7987,10630811,CA248656,2023
7988,10377437,CA241666,2022
7989,10817868,CA241666,2024
7990,10374037,CA240985,2022
7991,10589837,CA241148,2023
7992,10593985,CA241666,2023
7993,10805445,CA241148,2024
7994,10578701,CA240985,2023
7995,10819231,CA240985,2024
7996,10373985,CA236816,2022
7997,10369718,CA241148,2022
7998,10616539,CA248917,2023
7999,10428469,CA248917,2022
8000,10836419,CA248917,2024
8001,10364667,CA233457,2022
8002,10595080,CA233457,2023
8003,10795960,CA247619,2024
8004,10608096,CA247619,2023
8005,10380596,CA247619,2022
8006,10524178,CA247619,2022
8007,10818479,CA233457,2024
8008,10372102,CA245699,2022
8009,10608941,CA245699,2023
8010,10816483,CA245699,2024
8011,10524188,CA245699,2022
8012,10834728,CA217105,2024
8013,10393052,CA217105,2023
8014,10374867,CA240966,2023
8015,10802279,CA240966,2024
8016,10652271,CA249424,2023
8017,10832099,CA249424,2024
8018,10380167,CA249424,2022
8019,10583571,CA240955,2023
8020,10375415,CA240955,2022
8021,10435117,CA248310,2022
8022,10814915,CA249160,2024
8023,11080399,CA248310,2024
8024,10610407,CA249160,2023
8025,10802338,CA240955,2024
8026,10380671,CA249160,2022
8027,10524173,CA249160,2022
8028,10778673,CA248310,2023
8029,10591476,CA248310,2023
8030,10817896,CA248310,2024
8031,10369006,CA248310,2022
8032,10737757,CA249160,2023
8033,10376753,CA249501,2022
8034,10606635,CA249501,2023
8035,10836462,CA249501,2024
8036,10837399,CA241452,2023
8037,10836979,CA247960,2024
8038,10532591,CA247484,2022
8039,10652272,CA249175,2023
8040,10371023,CA248475,2022
8041,10367987,CA240607,2022
8042,10378133,CA237600,2022
8043,10371037,CA240452,2022
8044,10374797,CA242737,2022
8045,10378075,CA241191,2022
8046,10377927,CA248655,2022
8047,10373031,CA249190,2022
8048,10373997,CA237540,2022
8049,10358581,CA226855,2022
8050,10370345,CA247960,2022
8051,10373942,CA247970,2022
8052,10611343,CA239697,2023
8053,10620651,CA247642,2023
8054,10608045,CA244044,2023
8055,10595099,CA249460,2023
8056,10599452,CA241191,2022
8057,10590658,CA228137,2023
8058,10589941,CA233524,2023
8059,10594949,CA226269,2023
8060,10379258,CA228137,2022
8061,10818342,CA228137,2024
8062,10821326,CA247970,2024
8063,10817721,CA237540,2024
8064,10796905,CA249689,2024
8065,10814934,CA247484,2024
8066,10809630,CA244044,2024
8067,10804622,CA250051,2024
8068,10825538,CA233524,2024
8069,10814274,CA247947,2024
8070,10819220,CA249460,2024
8071,10829884,CA239697,2024
8072,10819174,CA237037,2024
8073,10819171,CA239343,2024
8074,10661487,CA249180,2023
8075,11013635,CA240476,2024
8076,10373046,CA250051,2022
8077,10375440,CA249460,2022
8078,10377440,CA250069,2022
8079,10374774,CA249180,2022
8080,10368930,CA248205,2022
8081,10374000,CA244044,2022
8082,10377568,CA237037,2022
8083,10598674,CA249689,2022
8084,10608174,CA249959,2023
8085,10600849,CA247947,2023
8086,10600088,CA248475,2023
8087,10590744,CA248655,2023
8088,10600114,CA248033,2023
8089,10609806,CA243486,2023
8090,10593081,CA247970,2023
8091,10597240,CA240910,2023
8092,10596979,CA248160,2023
8093,10599919,CA244900,2023
8094,10598556,CA250051,2023
8095,10666142,CA240452,2022
8096,10599944,CA247484,2023
8097,10596482,CA237540,2023
8098,10602395,CA248432,2023
8099,10599965,CA248088,2023
8100,10589107,CA249190,2023
8101,10675168,CA248655,2022
8102,10381470,CA247156,2022
8103,10640820,CA247556,2023
8104,10799710,CA237600,2024
8105,10796794,CA248655,2024
8106,10800692,CA246304,2024
8107,10814877,CA240607,2024
8108,10824451,CA250069,2023
8109,10824421,CA243486,2024
8110,10817797,CA244900,2024
8111,10817139,CA240814,2024
8112,10817694,CA248033,2024
8113,10817861,CA247556,2024
8114,10814384,CA240910,2024
8115,10820476,CA248160,2024
8116,10817034,CA248475,2024
8117,10524169,CA248432,2022
8118,10508353,CA248359,2022
8119,10577902,CA240476,2023
8120,10582604,CA248323,2023
8121,10836356,CA240317,2024
8122,10400004,CA240302,2022
8123,10378516,CA240727,2023
8124,10380138,CA248088,2022
8125,10381650,CA249959,2022
8126,10395485,CA248033,2022
8127,10378753,CA240612,2022
8128,10380068,CA249175,2022
8129,10380829,CA247484,2022
8130,10379447,CA246304,2022
8131,10443539,CA247947,2022
8132,10370374,CA249054,2022
8133,10378052,CA247642,2022
8134,10376777,CA243023,2022
8135,10369662,CA243486,2022
8136,10375361,CA239343,2022
8137,10374027,CA240814,2022
8138,10377501,CA247975,2022
8139,10371980,CA248323,2022
8140,10524151,CA243486,2022
8141,10640842,CA247156,2023
8142,10583570,CA240514,2023
8143,10613422,CA250069,2023
8144,10604251,CA241420,2023
8145,10593889,CA240452,2023
8146,10597009,CA246304,2023
8147,10593921,CA243023,2023
8148,10596486,CA240814,2023
8149,10977314,CA240452,2024
8150,10977341,CA248432,2024
8151,10918041,CA247642,2024
8152,10594952,CA248205,2023
8153,10599113,CA249689,2023
8154,10608078,CA237037,2023
8155,10611969,CA249054,2023
8156,10602511,CA240607,2023
8157,10368053,CA247556,2022
8158,10737758,CA249689,2023
8159,10737754,CA248432,2023
8160,10825552,CA250069,2024
8161,10818507,CA241420,2024
8162,10816970,CA248359,2024
8163,10807262,CA240452,2023
8164,10840385,CA241452,2024
8165,10830993,CA226855,2024
8166,10702139,CA228137,2022
8167,10809715,CA249180,2024
8168,10817788,CA245903,2024
8169,10808116,CA249175,2024
8170,10814918,CA249291,2024
8171,10604328,CA240302,2023
8172,10406263,CA218802,2022
8173,10379429,CA233524,2022
8174,10380646,CA245903,2022
8175,10607992,CA239343,2023
8176,10617176,CA226855,2023
8177,10599246,CA247960,2023
8178,10594466,CA245903,2023
8179,10596503,CA240317,2023
8180,10591501,CA249291,2023
8181,10593969,CA247975,2023
8182,10837815,CA249190,2024
8183,10670755,CA237600,2023
8184,10681861,CA250069,2022
8185,10809061,CA248323,2024
8186,10813040,CA249054,2024
8187,10819192,CA248205,2024
8188,10813174,CA247156,2024
8189,10817727,CA248088,2024
8190,10817146,CA226269,2024
8191,10828367,CA240452,2024
8192,10819125,CA240727,2024
8193,10817046,CA248432,2024
8194,10815549,CA241191,2024
8195,10828373,CA240302,2024
8196,10814962,CA243023,2024
8197,10377999,CA249291,2022
8198,10368125,CA248160,2022
8199,10376233,CA240910,2022
8200,10371220,CA226269,2022
8201,10375472,CA240476,2022
8202,10369602,CA248359,2023
8203,10368932,CA249689,2022
8204,10370310,CA241420,2022
8205,10368999,CA240514,2022
8206,10377387,CA244900,2022
8207,10374803,CA240317,2022
8208,10359745,CA248432,2022
8209,10370317,CA239697,2022
8210,10737759,CA249689,2023
8211,10737840,CA241191,2023
8212,10644990,CA241191,2023
8213,10818397,CA247975,2024
8214,10524179,CA249689,2022
8215,10889926,CA249959,2024
8216,10809775,CA250851,2024
8217,10580704,CA250851,2023
8218,10364673,CA250851,2022
8219,10360506,CA250338,2022
8220,10814748,CA240516,2024
8221,10574526,CA250338,2023
8222,10817729,CA240344,2024
8223,10335200,CA240516,2022
8224,10347328,CA240344,2022
8225,10553662,CA240516,2023
8226,10576315,CA240344,2023
8227,10817124,CA250338,2024
8228,10795863,CA247370,2024
8229,10581526,CA247370,2023
8230,10358629,CA247370,2022
8231,10356098,CA241169,2022
8232,10424389,CA247516,2022
8233,10798138,CA241169,2024
8234,10581696,CA247516,2023
8235,10792594,CA228457,2024
8236,10791803,CA247516,2024
8237,10580590,CA228457,2023
8238,10578810,CA241169,2023
8239,10362649,CA228457,2022
8240,10832513,CA249210,2024
8241,10356845,CA249210,2022
8242,10977344,CA249210,2024
8243,10626720,CA249210,2023
8244,10818781,CA249210,2023
8245,10596199,CA238888,2023
8246,10365974,CA238888,2022
8247,10794399,CA243555,2024
8248,10356873,CA243555,2022
8249,10579262,CA243555,2023
8250,10794304,CA238888,2024
8251,10348724,CA240654,2022
8252,10355454,CA241677,2022
8253,10793486,CA240654,2024
8254,10582710,CA241677,2023
8255,10335977,CA248304,2022
8256,10813176,CA241677,2024
8257,10559572,CA240654,2023
8258,10372013,CA238392,2022
8259,10339402,CA233495,2022
8260,10588133,CA233495,2023
8261,10747663,CA238392,2023
8262,10783811,CA238392,2024
8263,10573175,CA247803,2023
8264,10570852,CA238392,2023
8265,10795011,CA247803,2024
8266,10333372,CA247803,2022
8267,10789926,CA233495,2024
8268,10977310,CA238392,2024
8269,10360518,CA243446,2022
8270,10772073,CA243446,2024
8271,10349506,CA248397,2022
8272,10577756,CA243446,2023
8273,10577813,CA248397,2023
8274,10772083,CA248397,2024
8275,10596385,CA245548,2022
8276,10835135,CA245548,2023
8277,10644978,CA244341,2023
8278,10362576,CA245069,2022
8279,10362554,CA247232,2022
8280,10357855,CA248470,2022
8281,10357889,CA237066,2022
8282,10358589,CA247362,2022
8283,10368959,CA248031,2022
8284,10361444,CA242188,2022
8285,10611842,CA248277,2023
8286,10343793,CA244841,2022
8287,10350560,CA244519,2022
8288,10341200,CA244341,2022
8289,10348759,CA237413,2022
8290,10352416,CA240515,2022
8291,10589066,CA244674,2023
8292,10590649,CA243085,2023
8293,10589123,CA248470,2023
8294,10626724,CA240804,2023
8295,10555274,CA237569,2023
8296,10553119,CA239164,2023
8297,10555224,CA248068,2023
8298,10797009,CA244341,2024
8299,10805453,CA237005,2024
8300,10772052,CA237264,2024
8301,10795664,CA237660,2024
8302,10806226,CA244674,2024
8303,10792472,CA240711,2024
8304,10820491,CA246704,2024
8305,10561601,CA248736,2023
8306,10579888,CA247362,2023
8307,10977335,CA245548,2024
8308,10349560,CA237660,2022
8309,10356846,CA241623,2022
8310,10355430,CA244550,2022
8311,10336478,CA244674,2022
8312,10360629,CA248736,2022
8313,10356921,CA240711,2022
8314,10350683,CA243085,2022
8315,10359168,CA237376,2022
8316,10355483,CA212424,2022
8317,10335851,CA237286,2022
8318,10335881,CA245905,2022
8319,10359684,CA248068,2022
8320,10360679,CA248506,2022
8321,10331847,CA248158,2022
8322,10347346,CA247681,2022
8323,10334534,CA240601,2022
8324,10335143,CA240909,2022
8325,10600820,CA247681,2023
8326,10689655,CA248191,2023
8327,10608942,CA247232,2023
8328,10786081,CA212424,2024
8329,10769868,CA248031,2024
8330,10793645,CA248158,2024
8331,10793627,CA248506,2024
8332,10792611,CA245069,2024
8333,10798277,CA233601,2024
8334,10799545,CA237311,2024
8335,10794252,CA244519,2024
8336,10798284,CA248149,2024
8337,10796877,CA240515,2024
8338,10814237,CA248277,2024
8339,10786101,CA247681,2024
8340,10775693,CA237569,2024
8341,10543192,CA237286,2023
8342,10557127,CA242188,2023
8343,10565900,CA239078,2023
8344,10579826,CA250080,2023
8345,10582590,CA248506,2023
8346,10570913,CA240589,2023
8347,10576308,CA237264,2023
8348,10570207,CA245548,2023
8349,10565951,CA250102,2023
8350,10577831,CA237159,2023
8351,10926820,CA242188,2024
8352,10993754,CA237005,2024
8353,11063379,CA237413,2023
8354,10397701,CA246704,2022
8355,10436675,CA247362,2022
8356,10334549,CA250080,2022
8357,10348193,CA248191,2022
8358,10334546,CA237264,2022
8359,10337284,CA237311,2022
8360,10350590,CA237569,2022
8361,10373016,CA241905,2022
8362,10363688,CA237159,2022
8363,10358512,CA245548,2022
8364,10361225,CA239164,2022
8365,10368970,CA237533,2022
8366,10359706,CA240804,2022
8367,10642660,CA237005,2023
8368,10580742,CA248149,2023
8369,10578679,CA237066,2023
8370,10582615,CA245905,2023
8371,10594481,CA237660,2023
