"This data is provided to meet the data availability requirements for a scientific publication. Data is derived from NIH's internal datasets and from Digital Science's Dimensions Platform. Data from Digital Science is based on metadata as of March 2024 from Digital Science's Dimensions platform, available at https://app.dimensions.ai/. Access was granted under license agreement with the National Cancer Institute. Researchers interested in exploring the data further should visit the Dimensions platform website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppid,researcher_ids,n_pubs,n_nci_funded_pubs,n_nci_funded_projs,nci_role,qual_nci_appl_ids,qual_nci_projs,collab_nci_funded_only,moonshot_pi,min_moonshot_fy,moonshot_projects,med_authors_overall,avg_authors_overall,nci_pub_avg_authors,msfunded_pub_avg_authors,collab_types,n_collab_pubs,n_collab_projs,n_network_collaborators,n_network_coauthors,n_network_copis,n_ms_network_collaborators,n_ms_network_coauthors,n_ms_network_copis,n_collab_nci_docs,n_collab_nci_funded_pubs,n_collab_nci_funded_projs,n_collab_ms_docs,n_collab_msfunded_pubs,n_collab_msfunded_projs,collab_ms_funded_only,collab_post_ms
10485528,ur.01322572572.80,100,61,2,project_pi,10084650; 10267218; 10414088,U54CA254568,n,n,,,13,13.7,15.4,,Multiple,48,2,17,7,14,,,,37,35,2,,,,,
3050076,ur.0707031611.51,134,43,4,project_pi,9187811; 9248956; 9472299,R01CA174743; R01CA175349,n,n,,,10,15,19.9,,Multiple,88,2,92,92,5,,,,37,35,2,,,,,
8760841,ur.01324740024.65,199,43,2,project_pi,9237235; 9440369,U10CA180836,n,n,,,8,9.8,13.6,,Multiple,140,2,76,75,3,,,,37,35,2,,,,,
11105415,ur.01231625414.28,85,44,2,project_pi,10025788; 10210368; 10434705,R01CA251138,n,n,,,9,16.4,23,,Multiple,60,3,110,110,1,,,,37,35,2,,,,,
1944862,ur.0657614261.10,100,36,3,project_pi,10519916,R01CA266666,n,n,,,10,10.9,12.6,,Multiple,68,3,64,63,4,,,,37,35,2,,,,,
10881202,ur.0641046274.21,95,37,3,project_pi,9456316; 9625817,R21CA216772,n,n,,,13,17,22.1,,Multiple,78,3,79,76,7,,,,37,35,2,,,,,
1840039,ur.01211743107.39,81,59,6,project_pi,10050659; 9238747; 9269159; 9302316; 9478112; 9512846; 9581598; 9689402; 9736253; 9752501,R01CA150925; R01CA190170; R03CA229316; R21CA197887,n,n,,,6,7.7,8,,Multiple,47,3,37,37,3,,,,37,35,2,,,,,
1924585,ur.011551276412.71,96,53,4,project_pi,10116325; 10230053; 10270671; 10270672; 10378578; 10479004; 10479005; 9269532; 9277194; 9487187; 9491701; 9632017; 9697355; 9883751,P01CA096832; P30CA021765; R01CA188516,n,n,,,11,16,20,,Multiple,61,2,70,66,12,,,,38,36,2,,,,,
2277906,ur.0641745615.55,106,59,2,research_subproject_pi,10150785; 9704649; 9823487; 9924523,P20CA242611; P30CA051008,n,n,,,9,10.3,11.4,,Multiple,52,2,39,32,12,,,,38,36,2,,,,,
1901656,ur.01142502201.76,85,50,2,research_subproject_pi,10333066,P01CA254859,n,n,,,9,10,10.2,,Multiple,47,2,24,24,3,,,,38,36,2,,,,,
1877254,ur.0756167310.12,81,43,2,project_pi,9330682,R01CA168712,n,n,,,9,9.6,11.2,,Multiple,69,2,65,61,8,,,,38,36,2,,,,,
9887397,ur.01125512244.60,653,76,2,project_pi,9306071; 9344560; 9566118; 9788289,R01CA205058; R21CA201865,n,n,,,10,12,14.5,,Multiple,196,2,33,33,2,,,,38,36,2,,,,,
10907733,ur.01225632266.74,107,46,3,project_pi,10064081; 10296655; 9662373; 9830026,R37CA227837,n,n,,,11,12.6,13.4,,Multiple,71,2,95,95,5,,,,38,36,2,,,,,
8663357,ur.013640747707.61,80,50,7,project_pi,10112183; 10335395; 10352447; 10364222; 10494289; 9524028; 9660533; 9878060,R01CA142714; R01CA267938; UG3CA265791,n,n,,,8,11.9,14,,Multiple,53,2,56,55,2,,,,38,36,2,,,,,
14339556,ur.01337754124.73,87,38,2,project_pi,10192682; 10661868; 9976072,UH2CA239105; UH3CA239105,n,n,,,19,19.3,22.9,,Multiple,80,2,101,101,2,,,,38,36,2,,,,,
6880153,ur.01137300241.25,158,74,4,project_pi,10119973; 10317123; 10414496,R01CA249096; R01CA269398,n,n,,,6,7.7,7.6,,Multiple,46,2,29,28,2,,,,38,36,2,,,,,
10939853,ur.0721105063.36,61,37,2,project_pi,10057724; 10256057; 10378320; 10470345; 10533469,U24CA253377,n,n,,,11,12,13.3,,Multiple,55,2,57,57,3,,,,38,36,2,,,,,
3142143,ur.01332771456.39,152,37,2,project_pi,10005119; 10109582; 10246327; 10330464; 10474009; 10476383; 9702984,P50CA127001; R01CA256006,n,n,,,11,36.2,113.3,,Multiple,146,2,156,152,8,,,,38,36,2,,,,,
7621859,ur.01367206073.08,72,40,3,project_pi,10167645; 10415892; 10521095; 9506198; 9710612; 9938463,R01CA266467; U24CA215123,n,n,,,6,8.6,10.2,,Multiple,54,2,19,17,3,,,,38,36,2,,,,,
8581860,ur.01333054470.40; ur.07423700371.59,63,47,7,project_pi,10063854; 10078939; 10295771; 10523886; 9236622; 9406817; 9616859; 9843645; 9912242,R01CA204173; R01CA236367; R01CA266172,n,n,,,7,8,7.7,,Multiple,43,2,47,35,16,,,,38,36,2,,,,,
1860319,ur.01005331112.69,172,143,6,project_pi,9333269; 9333271; 9546623; 9546625; 9747803; 9747832,U54CA198999,n,n,,,5,6.9,7,,Multiple,43,2,38,34,7,,,,38,36,2,,,,,
1967781,ur.0722413103.17; ur.01342566253.90,93,43,3,project_pi,9378836; 9378837; 9378838,P30CA013148,n,n,,,9,10.5,11.3,,Multiple,80,3,57,45,20,,,,38,36,2,,,,,
1881727,ur.01364354665.65,128,66,4,project_pi,10063333; 10102467; 10115487; 10200700; 10373116; 10424360; 9320790; 9525901; 9532351; 9672392; 9809343; 9926834,R01CA177993; R01CA224763; R01CA233811,n,n,,,5,6.4,6.5,,Multiple,57,4,15,15,5,,,,38,36,2,,,,,
1894512,ur.01357716207.14,79,39,2,project_pi,9280874; 9559632; 9695175,U01CA184898,n,n,,,17,27.1,43.1,,Multiple,54,5,89,88,3,,,,38,36,2,,,,,
9197685,ur.01076442560.54,144,44,2,project_pi,10026445; 9248261; 9441717; 9673097,R01CA187918; UH3CA255134,n,n,,,11,13.4,18.7,,Multiple,86,7,99,97,7,,,,38,36,2,,,,,
10526334,ur.01206505656.48,113,50,4,project_pi,9321769; 9495678; 9707584,R01CA190298,n,n,,,6,8.4,9.4,,Multiple,77,2,34,34,6,,,,39,37,2,,,,,
10803621,ur.010102733267.31,115,43,3,project_pi,10173715; 10404041; 9516559; 9729625; 9737761; 9930059,R01CA229447; R21CA227232,n,n,,,13,13.3,15.3,,Multiple,94,2,66,66,2,,,,39,37,2,,,,,
6800849,ur.01040626477.30,154,39,2,project_pi,9243996; 9316489; 9391988; 9614927; 9617393; 9695181; 9759278; 9760927; 9771794; 9830184; 9834876,P30CA016086; UM1CA186704,n,n,,,15,15.2,17.8,,Multiple,134,2,127,114,20,,,,39,37,2,,,,,
8503322,ur.01027066075.12,63,49,2,project_pi,10121555; 10316235; 9773812; 9962323,R01CA247910; R21CA239784,n,n,,,10,10.9,11.4,,Multiple,45,2,39,39,2,,,,39,37,2,,,,,
8264355,ur.01053465175.96,149,72,2,project_pi,10226900; 10453668; 9524312; 9747206; 9988172,R01CA164719,n,n,,,9,9.4,8.9,,Multiple,55,2,6,6,3,,,,39,37,2,,,,,
8875303,ur.01325116631.63,74,38,2,project_pi,10459994; 9428914; 9626895; 9858168,R01CA221938; R01CA264992,n,n,,,9,12,15.6,,Multiple,47,2,43,43,3,,,,39,37,2,,,,,
1897106,ur.0733442020.58,66,40,5,project_pi,9248262; 9266719; 9452925; 9477543; 9656094; 9662732; 9689535; 9831149; 9917700,R01CA188743; R01CA206220; R01CA230858,n,n,,,10,17.7,23,,Multiple,58,2,56,56,3,,,,39,37,2,,,,,
7017702,ur.01156403355.42,200,60,3,project_pi,10212268; 10397791; 10467000; 10480888; 9668624; 9839498,P30CA016672; R01CA235673,n,n,,,11,13.1,16.3,,Multiple,128,2,111,82,31,,,,39,37,2,,,,,
9496052,ur.0627206711.33,76,41,2,project_pi,9717852; 9912129,R21CA236980,n,n,,,6,6.4,6.1,,Multiple,45,2,22,16,7,,,,39,37,2,,,,,
1888687,ur.01357726511.86; ur.014714206452.77,69,43,2,project_pi,9198754; 9387381; 9415011; 9626347; 9784275,P30CA014089; R01CA136924,n,n,,,9,38.8,31.1,,Multiple,57,2,86,78,10,,,,39,37,2,,,,,
6412058,ur.01140740525.66,183,62,4,project_pi,10050108; 10206038; 10436834; 9266672; 9269162; 9369095; 9487690; 9518561; 9736286,P50CA097190; R01CA088041; R01CA181150,n,n,,,9,11.5,16.5,,Multiple,63,2,90,71,23,,,,39,37,2,,,,,
1888424,ur.01347141304.14,43,37,2,project_pi,9221298; 9443600; 9645053,R01CA190025,n,n,,,8,10.7,11.6,,Multiple,40,2,25,25,3,,,,39,37,2,,,,,
8444994,ur.0744232155.35,105,41,3,project_pi,10044729; 9265042; 9477637; 9685042; 9828835; 9910060,R01CA206561; R21CA234804,n,n,,,7,7.3,9,,Multiple,75,2,41,17,29,,,,39,37,2,,,,,
8216314,ur.01070173341.07,88,70,6,project_pi,10198859; 10474990; 9339611; 9388843; 9512844; 9547774; 9724407; 9820407; 9957063; 9966925,R01CA122320; R01CA220367; R21CA235094,n,n,,,6,7.2,6.8,,Multiple,47,4,41,31,14,,,,39,37,2,,,,,
1880557,ur.0760747055.79,121,78,3,project_pi,10415307; 10525190; 10525193; 9338202; 9338207; 9536765; 9536780; 9743093; 9743105; 9980798; 9980809,U54CA209975; U54CA274492,n,n,,,8,8.7,9.7,,Multiple,52,4,42,38,6,,,,39,37,2,,,,,
7011070,ur.01157726161.12,81,46,8,project_pi,10162514; 10298288; 10406170; 10445091; 9265416; 9268740; 9477477; 9524050; 9690574; 9924498,R01CA064140; R01CA164605; R01CA178030; R01CA255446,n,n,,,11,11.7,13.3,,Multiple,58,2,69,60,16,,,,40,38,2,,,,,
1924253,ur.01113666426.35; ur.01154160014.96,67,47,2,project_pi,10063347; 10217057; 10424450,R01CA244188,n,n,,,11,11.7,12.7,,Multiple,46,2,37,37,2,,,,40,38,2,,,,,
2084466,ur.0642145561.02,205,51,3,project_pi,10066314; 10521507; 9237626; 9413321; 9614276; 9849208,R01CA203861,n,n,,,9,10.5,11,,Multiple,101,2,29,29,1,,,,40,38,2,,,,,
11019928,ur.01126073554.13,216,55,4,project_pi,10159077; 10403965; 9612736; 9718229; 9928294,R37CA226526,n,n,,,11,11.5,11.8,,Multiple,135,2,94,85,15,,,,40,38,2,,,,,
8644906,ur.01371406126.45,67,53,3,project_pi,10074536; 9235263; 9304914; 9438501; 9444266; 9512866; 9627907; 9645031; 9712885; 9841904; 9878064; 9942389,R01CA160356; R01CA193677; R01CA204279,n,n,,,11,25.9,29.8,,Multiple,45,2,115,114,4,,,,40,38,2,,,,,
10993675,ur.01225055770.84; ur.012606002333.36,148,50,4,project_pi,10296414; 10449255,R01CA254988,n,n,,,14,14.7,17.5,,Multiple,99,2,75,73,3,,,,40,38,2,,,,,
1861015,ur.0740165725.50,102,59,6,project_pi,10220880; 10220881; 10310562; 10313101; 10489337; 10493966; 9283073; 9283075; 9302682; 9512666; 9546631; 9546632; 9720823; 9747213; 9747216; 9978729; 9978738,P01CA207206; R01CA074145; R01CA256285,n,n,,,8,9.2,9.8,,Multiple,62,2,41,40,10,,,,40,38,2,,,,,
8461537,ur.0705107667.78,111,40,2,research_subproject_pi,10331959,P50CA097190,n,n,,,10,11.6,15.5,,Multiple,93,2,83,69,23,,,,40,38,2,,,,,
1905744,ur.01372422573.40,111,53,5,project_pi,10006506; 10220248; 10250327; 10392483; 10454386; 10459994; 9212106; 9419787; 9428914; 9626895; 9781262; 9858168,R01CA221938; R01CA255123; R01CA264992; U01CA176110,n,n,,,8,10.8,15.2,,Multiple,50,2,51,51,3,,,,40,38,2,,,,,
8768213,ur.012462451457.10,70,49,7,project_pi,10148926; 10237241; 10364674; 10448444; 9251247; 9604212; 9754800; 9999528,R01CA172384; R01CA227918; R01CA257446,n,n,,,9,9.4,9.2,,Multiple,51,2,55,55,5,,,,40,38,2,,,,,
1898452,ur.011776772022.27,254,75,2,project_pi,10333065; 9198209; 9437571; 9645544; 9878769,P01CA254859; R01CA193556,n,n,,,8,8.3,7.8,,Multiple,76,2,32,32,3,,,,40,38,2,,,,,
8630662,ur.012122612343.58,47,40,4,project_pi,10151542; 10151549; 10194407; 9343410; 9343415; 9383505; 9483279; 9483285; 9497780; 9607771; 9686722; 9686730; 9722188; 9929554; 9931167; 9931180,R01CA200853; U54CA217297,n,n,,,10,12,12.5,,Multiple,41,2,60,60,6,,,,40,38,2,,,,,
1891279,ur.01353565035.29,243,92,4,project_pi,10033192; 10121810; 10210371; 10343817; 10431960; 9262868; 9304174; 9477577; 9513458,R01CA075289; R01CA178636; R01CA249151; R01CA252216,n,n,,,10,10.4,9.9,,Multiple,71,2,10,10,2,,,,40,38,2,,,,,
2106046,ur.01247713133.18,183,69,2,project_pi,10214573; 10429988; 9943494,R01CA248901,n,n,,,7,8.4,8.9,,Multiple,65,3,40,39,6,,,,40,38,2,,,,,
1968482,ur.01152107740.43,98,75,3,project_pi,10058644; 10171568; 10442463,R01CA244579,n,n,,,8,8.4,8.4,,Multiple,45,3,44,31,16,,,,40,38,2,,,,,
1868561,ur.01013635750.46,144,79,3,project_pi,10521724; 9277731; 9757291; 9758697; 9758992,P30CA016059; R01CA266124,n,n,,,9,9.2,9.6,,Multiple,49,3,31,24,11,,,,40,38,2,,,,,
7354242,ur.07625061317.41,153,72,4,project_pi,10197856; 10241920; 10332334; 10441151; 10474446; 9318474; 9544059; 9662342; 9717411; 9838459; 9933838; 9942391; 9963149,P01CA265748; R01CA183252; R01CA237291; U01CA236972,n,n,,,9,10,11.4,,Multiple,79,3,55,54,6,,,,40,38,2,,,,,
9018335,ur.01221110417.53,312,58,3,project_pi,9228346,R01CA197139,n,n,,,13,18.5,25.7,,Multiple,96,4,114,110,6,,,,40,38,2,,,,,
10726257,ur.01154604273.69,65,42,2,project_pi,10075894; 10603601; 9877629,R21CA245456,n,n,,,11,10.4,10.5,,Multiple,59,4,38,38,3,,,,40,38,2,,,,,
1879892,ur.01342556166.43,164,47,3,project_pi,9266233; 9460470; 9671840; 9904113,R01CA203721,n,n,,,9,9.9,14,,Multiple,100,4,65,64,3,,,,40,38,2,,,,,
8004071,ur.07542533532.03,195,94,4,project_pi,10225387; 10225388; 10474974; 10474975; 10676574; 9271943; 9804090; 9804091; 9864860; 9993448; 9993499,P01CA234228; R01CA244812; R21CA206309,n,n,,,9,10.5,12.9,,Multiple,69,4,48,47,7,,,,40,38,2,,,,,
1927659,ur.01304247654.21,108,51,3,project_pi,9273918; 9301508; 9478887; 9689997; 9689999; 9690000; 9690001; 9704241; 9734351; 9771747,P30CA042014; R21CA201757,n,n,,,9,10,12.2,,Multiple,65,2,71,66,10,,,,41,39,2,,,,,
8441198,ur.01314542703.01; ur.01043713033.69,85,47,6,project_pi,10444126; 9273265; 9491754,R01CA169202; R01CA262160,n,n,,,6,6.5,7.1,,Multiple,64,2,28,20,9,,,,41,39,2,,,,,
11919870,ur.01134174205.19,122,40,2,project_pi,10348797; 10399666; 9971015,R01CA241532,n,n,,,7,8.9,10.7,,Multiple,65,2,13,13,1,,,,41,39,2,,,,,
6423529,ur.011316115672.91; ur.014304017672.83,82,47,3,project_pi,9269163; 9269537; 9437742; 9456670; 9482084; 9627102; 9669159; 9952747,U10CA180884; U10CA180886,n,n,,,10,11.7,11.8,,Multiple,55,2,65,65,4,,,,41,39,2,,,,,
7973454,ur.0620122713.54,120,57,3,project_pi,10331235; 10489814,U01CA265739,n,n,,,7,7.9,8.5,,Multiple,72,2,72,68,6,,,,41,39,2,,,,,
8670400,ur.01206400127.12,103,40,2,project_pi,9376399; 9527788,R21CA208938,n,n,,,7,7.7,8.6,,Multiple,53,2,3,3,1,,,,41,39,2,,,,,
1941675,ur.012610162017.56; ur.0767417013.09,79,40,2,project_pi,10279058; 10491904; 9318459,R01CA172623; R01CA262555,n,n,,,9,11.9,12.4,,Multiple,71,2,81,81,3,,,,41,39,2,,,,,
1884469,ur.014523727572.55,142,80,3,project_pi,10087894; 10328893; 10516670; 9260761; 9331485; 9550920; 9736959; 9867664,R01CA099908; R01CA184101,n,n,,,8,8.8,9.4,,Multiple,53,2,28,28,3,,,,41,39,2,,,,,
1939259,ur.01245075433.32,256,46,2,project_pi,9394859,U10CA180826,n,n,,,13,12.5,15.9,,Multiple,182,2,115,103,13,,,,41,39,2,,,,,
10365933,ur.011050236767.20; ur.015362766567.30,96,39,2,project_pi,10135026; 10394889; 9429336; 9685173; 9906181,UM1CA222035,n,n,,,10,10.2,12.8,,Multiple,79,2,39,39,8,,,,41,39,2,,,,,
1902270,ur.0625170250.67,78,46,2,project_pi,9221200; 9437687,R01CA183965,n,n,,,10.5,13.4,14.8,,Multiple,60,3,69,67,4,,,,41,39,2,,,,,
1861013,ur.01256460703.09; ur.013340743217.54; ur.07623574017.53,98,63,4,project_pi,9322599,R01CA154549,n,n,,,8,8.6,8.6,,Multiple,64,3,65,52,15,,,,41,39,2,,,,,
9164782,ur.01075310110.07,149,97,5,project_pi,10204971; 10225385; 10442517; 10452762; 10518755; 9231426; 9594873; 9766220; 9798979; 9968203; 9978744,R01CA172667; R01CA221916; R01CA240981; R35CA263814,n,n,,,10,10.5,10.1,,Multiple,56,4,54,53,3,,,,41,39,2,,,,,
10946359,ur.01071742706.01,117,55,3,project_pi,9244002; 9440388,R33CA202827,n,n,,,11,13.5,16.1,,Multiple,81,5,85,81,11,,,,41,39,2,,,,,
1881653,ur.01125035437.17,104,41,2,project_pi,9335815; 9379082; 9547781; 9598142,R01CA185623,n,n,,,9,8.8,10.6,,Multiple,76,2,44,44,4,,,,42,40,2,,,,,
1899826,ur.01324600251.89,130,45,3,project_pi,10224838; 10459290; 9229513; 9499078; 9588790; 9754013; 9980315,R01CA169200; R01CA227622,n,n,,,8,9.3,12.5,,Multiple,113,2,57,57,3,,,,42,40,2,,,,,
14219153,ur.01015020064.41,138,41,2,project_pi,10299223; 10369783; 10477431,R01CA255860; R01CA258465,n,n,,,17,18.9,21.5,,Multiple,90,2,78,78,3,,,,42,40,2,,,,,
7797484,ur.01343727151.49,65,52,5,project_pi,10012450; 10020988; 10251172; 10268451; 10295750; 10477046; 10490323; 9765922; 9841250; 9918878,R01CA231952; R01CA243552; U01CA261598,n,n,,,8,8.7,8.9,,Multiple,48,2,39,39,2,,,,42,40,2,,,,,
6683019,ur.01242536354.02,80,48,7,project_pi,10102307; 10135027; 10228202; 10312775; 10338560; 10377482; 10460202; WITHHELDAPPL125; 9320862; WITHHELDAPPL97; 9513837; 9571314; 9644023; 9762041; 9768698; 9771919; 9771948; 9898348; 9982875,P30CA060553; R01CA186885; R01CA217907; R01CA265997; R21CA255291,n,n,,,7,8,9.1,,Multiple,67,2,57,40,20,,,,42,40,2,,,,,
9673591,ur.01237744013.28,222,53,6,project_pi,10033083; 10101640; 10251256; 10337223; 10410568; 10703682; 9385136; 9436861; 9524804; 9616257; 9981389,R01CA244899; R01CA252222; R21CA209875; R21CA223953,n,n,,,14,15,19.5,,Multiple,117,2,120,119,2,,,,42,40,2,,,,,
10885868,ur.0670221731.03,74,45,5,project_pi,10161162; 10204891; 10232422; 10417194; 10470110; 9365314; 9524845; 9700071; 9897763; 9962319,P30CA177558; R01CA218068,n,n,,,6,6.1,6.4,,Multiple,56,2,34,24,11,,,,42,40,2,,,,,
10914269,ur.01204033066.89,79,43,3,project_pi,10159220; 10166601; 10396625; 9216507; 9395902; 9604786; 9816851; 9934656; 9935025,R01CA211681; R01CA233800; R21CA247671,n,n,,,14,15.4,16.8,,Multiple,73,2,65,65,1,,,,42,40,2,,,,,
1866203,ur.015761450452.16; ur.01356165404.94,99,74,7,project_pi,10020348; 10228707; 10450680; 9228357; 9271156; 9326148; 9378095; 9437683; 9487183; 9537430; 9601652; 9635743; 9697773; 9817513,R01CA080100; R01CA082683; R01CA194584; R01CA195613; R35CA242443,n,n,,,7,9,9.9,,Multiple,49,2,71,67,7,,,,42,40,2,,,,,
2196764,ur.01074531067.96; ur.013774565245.57,99,46,4,project_pi,10053592; 10219210; 10404525; 10444546; 10505372,R01CA253329; R01CA262112; U01CA272541,n,n,,,9,11.7,15.5,,Multiple,78,2,61,61,2,,,,42,40,2,,,,,
6435333,ur.011627127606.11; ur.013237704577.12; ur.011031547206.57,129,49,7,project_pi,10067532; 10336461; 10416639; 9302705; 9322308; 9525923; 9731423; 9753417; 9851360,R01CA193380; R01CA195500; R01CA239268; U01CA269192,n,n,,,8,8,9.7,,Multiple,81,3,30,29,5,,,,42,40,2,,,,,
1932494,ur.01220770417.14; ur.01270414514.74; ur.014424244407.21,94,49,5,project_pi,10063347; 10102212; 10217057; 10358499; 10424450; 10468445; 9185957; 9523449; 9656978; 9827126; 9873946,R01CA219189; R01CA244188; R21CA202384,n,n,,,10,11,13,,Multiple,65,3,49,49,3,,,,42,40,2,,,,,
9282301,ur.01345753154.94,87,58,3,project_pi,10063221; 10228679; 10411414; 10465035; 10524136; 9755564; 9985769,R01CA239246,n,n,,,8,8.9,9.3,,Multiple,55,4,45,43,4,,,,42,40,2,,,,,
1876457,ur.015124321217.27,685,375,3,project_pi,9188525; 9337373; 9338138; 9539700; 9552730; 9769657; 9782718,P01CA065493; P01CA142106; R01CA072669,n,n,,,12,14.3,14.7,,Multiple,512,6,222,222,12,,,,298,296,2,,,,,
15210852,ur.0767614321.52,306,51,2,project_pi,10052232; 10261586; 10305129; 10472056; 10487522,R01CA245969; U19CA264338,n,n,,,13,17.3,17.1,,Multiple,137,2,96,95,4,,,,43,41,2,,,,,
8142573,ur.0707212546.06; ur.0726415536.66,162,51,8,project_pi,10053324; 10089064; 10161745; 10305592; 10408690; 10478821; WITHHELDAPPL96; 9457796; 9514083; 9553171; 9564855; 9607574; 9617540; 9787359; 9831057; 9916716; 9991768,P50CA180995; R01CA204021; R01CA208246; R01CA212409,n,n,,,6,7.1,9.7,,Multiple,53,2,59,58,4,,,,43,41,2,,,,,
2211633,ur.01053503703.00,126,45,5,project_pi,10001481; 10249258; 10472573; 9250107; 9442710; 9816264,R01CA181543; R35CA242428,n,n,,,9,10.4,15.1,,Multiple,100,2,117,106,15,,,,43,41,2,,,,,
1884022,ur.01302225405.24,79,48,3,project_pi,10063249; 10147211; 10178288; 10243904; 10243928; 9197275; 9248875; 9378851; 9378852; 9415008; 9489787; 9563542; 9614271; 9701122; 9743939; 9756881; WITHHELDAPPL70; 9901092; 9963848; 9974659,P30CA014599; R01CA190372,n,n,,,14,16.5,18.5,,Multiple,59,2,91,77,18,,,,43,41,2,,,,,
1865459,ur.01336675571.77,100,46,7,project_pi,10146310; 10194413; 10395995; 10436804; 9596034; 9737881; 9938441; 9955225; 9986406,R01CA223817; U01CA199315; U01CA244109,n,n,,,11,11.7,12.4,,Multiple,82,2,86,83,4,,,,43,41,2,,,,,
1927907,ur.012757524672.31,106,46,3,project_pi,10463888; 9354415; 9542763; 9753167; 9998907,U01CA214183,n,n,,,10,19.4,29.2,,Multiple,96,2,170,170,5,,,,43,41,2,,,,,
10520517,ur.013106546507.35,91,42,2,project_pi,10521002; 9214320,R01CA266187; R21CA181994,n,n,,,9,24.5,43.2,,Multiple,86,2,95,95,2,,,,43,41,2,,,,,
1901879,ur.0776165076.69,172,115,3,research_subproject_pi,9265406; 9451238; 9673673,P01CA142538,n,n,,,5,6.8,6.4,,Multiple,53,2,66,38,32,,,,43,41,2,,,,,
1869452,ur.01046413035.45; ur.047744271.15,102,72,6,project_pi,9279076; 9281695; 9324821; 9487215; 9514077; 9696778; 9697391,R01CA057621; R01CA190851; U01CA199315,n,n,,,8,8.6,8.8,,Multiple,58,2,59,58,2,,,,43,41,2,,,,,
8350026,ur.012470327647.56,95,50,2,project_pi,9303321; 9336834; 9513466; 9554587; 9607311; 9724399; 9774756; 9830108,R01CA197359; R01CA198076,n,n,,,11,11.2,12.8,,Multiple,76,2,28,28,2,,,,43,41,2,,,,,
9698692,ur.0675227764.70,105,46,2,project_pi,10391024,R01CA258636,n,n,,,9,10.9,13.5,,Multiple,77,2,82,82,2,,,,43,41,2,,,,,
1861916,ur.01041052631.19; ur.01106424123.67,63,51,6,project_pi,10217897; 10413168; 9240617; 9292276; 9385398; 9451274; 9512824; 9667402; 9720838; 9898327; 9948586,R01CA202262; R01CA206058; R01CA260448,n,n,,,6,7.2,6.6,,Multiple,48,2,32,31,6,,,,43,41,2,,,,,
8950071,ur.01216767455.59,82,44,2,project_pi,10421667,R01CA270483,n,n,,,7.5,7.7,7.9,,Multiple,65,3,34,34,3,,,,43,41,2,,,,,
7363685,ur.016257765104.34,96,51,5,project_pi,10006535; 10176424; 10246845; 10402930; 9315780; 9552732; 9757625; 9823766; 9938520,P20CA242619; R01CA182963; U01CA239373,n,n,,,8,10.8,10.1,,Multiple,65,3,67,65,5,,,,43,41,2,,,,,
10287593,ur.0713607613.54,77,45,2,project_pi,10434248,R21CA270590,n,n,,,10,10.8,11.8,,Multiple,65,3,23,23,2,,,,43,41,2,,,,,
7274991,ur.0672650747.16,307,73,3,project_pi,10129909; 10158123; 10330035; 10365967; 9499559; 9671845; 9854588; 9893711,R01CA226861; R01CA257509,n,n,,,8,13,11.6,,Multiple,97,3,123,123,3,,,,43,41,2,,,,,
9754673,ur.01255524356.04; ur.01112527600.12,112,47,3,project_pi,10062899; 10303054; 9684443; 9687233; 9788362; 9828542,R01CA232743; R21CA239456,n,n,,,7.5,9.1,11.4,,Multiple,81,4,37,25,14,,,,43,41,2,,,,,
1878275,ur.016353036752.06; ur.0700425476.95,234,46,2,research_subproject_pi,10210223; 10477988; 9937108,P01CA236749,n,n,,,10,11.6,16.7,,Multiple,137,9,101,101,11,,,,43,41,2,,,,,
10859864,ur.01250273166.87,127,66,2,project_pi,10137355; 10202500; 10428568; 10601364; 9373666; 9571245,UG3CA218909; UH3CA218909,n,n,,,7,8.4,9.5,,Multiple,56,2,34,34,2,,,,44,42,2,,,,,
6377535,ur.016323557347.23; ur.014432026147.76; ur.01115765520.24,121,47,7,project_pi,10148697; 10209682; 10270577; 10270583; 10372214; 10494091; 10494109; 9278130; 9307522; 9341155; 9341161; 9458130; 9487985; 9543410; 9543440; 9665688; 9679484; 9775130; 9775142; 9924474,R01CA193994; R01CA216352; U54CA196519,n,n,,,11,11.6,14.4,,Multiple,70,2,91,88,7,,,,44,42,2,,,,,
9751803,ur.01122707513.48,171,48,2,project_pi,9248277; 9439701,U10CA180867,n,n,,,13,17,25.3,,Multiple,133,2,76,74,2,,,,44,42,2,,,,,
11954834,ur.01066236647.25,121,52,4,project_pi,10188458; 10349673; 10400738; 9257358; 9493188; 9671851; 9948606,R01CA184502; R01CA225662; R21CA267098,n,n,,,12,14.2,17.1,,Multiple,83,2,86,85,7,,,,44,42,2,,,,,
1865656,ur.01217631111.43; ur.016664611632.44; ur.014531723026.26,112,47,3,project_pi,9378971; 9378972,P30CA093373,n,n,,,8,8.6,10,,Multiple,91,2,39,37,9,,,,44,42,2,,,,,
1946919,ur.01372107705.98; ur.016203744154.13,66,53,4,project_pi,10376913; 9250727; 9356462; 9460473; 9675239; 9904543,R21CA198558; U01CA200495,n,n,,,10,10.6,10.8,,Multiple,51,2,45,39,14,,,,44,42,2,,,,,
